Образцы ->,MSI-1,MSI-1_Output,MSI-2,MSI-2_Output,MSI-3,MSI-3_Output,MSI-4,MSI-4_Output,MSI-5,MSI-5_Output,MSI-6,MSI-6_Output,MSI-7,MSI-7_Output,MSI-8,MSI-8_Output,MSI-9,MSI-9_Output,MSI-10,MSI-10_Output,MSI-11,MSI-11_Output,MSI-12,MSI-12_Output,MSS-1,MSS-2,MSS-3,MSS-4,MSS-5,MSS-6,MSS-7,MSS-8,MSS-9,MSS-10,MSS-11,MSS-12,MSS-13,MSS-14,MSS-15,MSS-16
18(A),0.1343080276,,0.1677146042,,0.1321279555,,0.2057113139,,0.2880219082,,0.1185313893,,0.1538201773,,0.04971420976,,0.1799142162,,0.08645580419,,0.1419700819,,0.1638851946,,0.2504288165,0.1906682028,0.1779382797,0.1946524064,0.2130971551,0.1991150442,0.1266318538,0.2254545455,0.2168494516,0.1805225653,0.1908196721,0.1989267919,0.2206060606,0.1181744091,0.214953271,0.2981466559
19(A),0.171403923,,0.2876700111,,0.2301442061,,0.4368114983,,0.2838942689,,0.2111505628,,0.2903756859,,0.1232553503,,0.3805788477,,0.1456460398,,0.3324395522,,0.3677549444,,0.358490566,0.3502304147,0.411687459,0.4032085561,0.3950617284,0.3610619469,0.2297650131,0.3854545455,0.3644067797,0.3456057007,0.3790163934,0.3859716366,0.3854545455,0.2575387123,0.3528037383,0.2328767123
20(A),0.1162822376,,0.07580824972,,0.05435180441,,0.1126660678,,0.0661216066,,0.05197552315,,0.06867876741,,0.2248105809,,0.1031338151,,0.112244898,,0.2468247248,,0.09344030203,,0.06174957118,0.09677419355,0.08404464872,0.06203208556,0.07729468599,0.09203539823,0.2193211488,0.08727272727,0.08624127617,0.08551068884,0.08524590164,0.09697201993,0.09454545455,0.1964140179,0.08294392523,0.05157131346
21(A),0.03132945877,,0.01324414716,,0.006039089379,,0.01810789088,,0.008652167011,,0.008158948402,,0.009708737864,,0.05549647747,,0.01507013409,,0.02464072446,,0.06138865368,,0.01364279892,,0.0102915952,0.02073732719,0.009848982272,0.01604278075,0.01127214171,0.01504424779,0.03785900783,0.009090909091,0.01545363908,0.01306413302,0.01180327869,0.01456496742,0.006060606061,0.06275468623,0.01401869159,0.007252215955
22(A),0.003859426081,,0.00138238573,,0.0009150135422,,0.002174838069,,0.001627242419,,0.0006421394576,,0.0008442380751,,0.008906021534,,0.001700220256,,0.004593477262,,0.00884372942,,0.001844780986,,0.0,0.0,0.001969796454,0.0,0.002147074611,0.0008849557522,0.007832898172,0.005454545455,0.0009970089731,0.0,0.002295081967,0.001149865849,0.0,0.00814995925,0.002336448598,0.0008058017728
23(A),0.0004540501271,,0.0003121516165,,7.32e-05,,0.0001891163538,,7.94e-05,,0.0002266374556,,8.44e-05,,0.001296025522,,0.0004636964334,,0.00052496883,,0.001928685671,,0.0001716075336,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003832886163,0.0,0.0032599837,0.001168224299,0.0
24(A),0,,8.92e-05,,0.0,,9.46e-05,,0.0,,0.0,,4.22e-05,,0.0003323142363,,0.0,,0.0001312422075,,0.0,,8.58e-05,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25(A),4.54E-05,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26(A),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27(A),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28(A),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,STR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4(T),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5(T),0, Shapiro-Wilk Test Statistic (test data): 0.32418543100357056.   P-value: 1.1533361821136623e-08.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4148997664451599.   P-value: 5.8928012691694676e-08.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.46748244762420654.   P-value: 1.636462485521406e-07.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4148997664451599.   P-value: 5.8928012691694676e-08.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.3905077576637268.   P-value: 3.742909626680557e-08.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4148997664451599.   P-value: 5.8928012691694676e-08.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.33899861574172974.   P-value: 1.4900236600112748e-08.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4148997664451599.   P-value: 5.8928012691694676e-08.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.3085988759994507.   P-value: 8.8436715728335e-09.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4148997664451599.   P-value: 5.8928012691694676e-08.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.38903123140335083.   P-value: 3.642863077857328e-08.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4148997664451599.   P-value: 5.8928012691694676e-08.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.4490848183631897.   P-value: 1.1367340846391016e-07.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4148997664451599.   P-value: 5.8928012691694676e-08.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.48053938150405884.   P-value: 2.1297167052125587e-07.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4148997664451599.   P-value: 5.8928012691694676e-08.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.34215807914733887.   P-value: 1.5744555881269662e-08.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4148997664451599.   P-value: 5.8928012691694676e-08.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.46951788663864136.   P-value: 1.7046116340679873e-07.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4148997664451599.   P-value: 5.8928012691694676e-08.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.2997029423713684.   P-value: 7.613452090993178e-09.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4148997664451599.   P-value: 5.8928012691694676e-08.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.40030306577682495.   P-value: 4.4847940472436676e-08.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4148997664451599.   P-value: 5.8928012691694676e-08.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6(T),0, Wilcoxon rank-sum test: 202.5.  P-value:0.9493565419398667.  Cannot reject null hypothesis: The distributions are similar. ,0.0, Wilcoxon rank-sum test: 190.0.  P-value:0.7675880967367699.  Cannot reject null hypothesis: The distributions are similar. ,0.0, Wilcoxon rank-sum test: 202.5.  P-value:0.9493565419398667.  Cannot reject null hypothesis: The distributions are similar. ,0.0, Wilcoxon rank-sum test: 199.5.  P-value:1.0.  Cannot reject null hypothesis: The distributions are similar. ,0.0, Wilcoxon rank-sum test: 217.5.  P-value:0.5705561855740553.  Cannot reject null hypothesis: The distributions are similar. ,0.0, Wilcoxon rank-sum test: 192.0.  P-value:0.8155174861758042.  Cannot reject null hypothesis: The distributions are similar. ,0.0, Wilcoxon rank-sum test: 191.0.  P-value:0.791454235490185.  Cannot reject null hypothesis: The distributions are similar. ,0.0, Wilcoxon rank-sum test: 200.5.  P-value:1.0.  Cannot reject null hypothesis: The distributions are similar. ,0.0, Wilcoxon rank-sum test: 199.5.  P-value:1.0.  Cannot reject null hypothesis: The distributions are similar. ,0.0, Wilcoxon rank-sum test: 199.5.  P-value:1.0.  Cannot reject null hypothesis: The distributions are similar. ,0.0, Wilcoxon rank-sum test: 210.0.  P-value:0.7575019189076667.  Cannot reject null hypothesis: The distributions are similar. ,0.0, Wilcoxon rank-sum test: 196.5.  P-value:0.9241034665901904.  Cannot reject null hypothesis: The distributions are similar. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7(T),0, Kolmogorov-Smirnov Statistic: 0.1.   P-value: 0.9999923931635496.  Cannot reject null hypothesis: The distributions are similar.,0.0, Kolmogorov-Smirnov Statistic: 0.1.   P-value: 0.9999923931635496.  Cannot reject null hypothesis: The distributions are similar.,0.0, Kolmogorov-Smirnov Statistic: 0.1.   P-value: 0.9999923931635496.  Cannot reject null hypothesis: The distributions are similar.,0.0, Kolmogorov-Smirnov Statistic: 0.05.   P-value: 0.9999999999999998.  Cannot reject null hypothesis: The distributions are similar.,0.0, Kolmogorov-Smirnov Statistic: 0.1.   P-value: 0.9999923931635496.  Cannot reject null hypothesis: The distributions are similar.,0.0, Kolmogorov-Smirnov Statistic: 0.1.   P-value: 0.9999923931635496.  Cannot reject null hypothesis: The distributions are similar.,0.0, Kolmogorov-Smirnov Statistic: 0.1.   P-value: 0.9999923931635496.  Cannot reject null hypothesis: The distributions are similar.,0.0, Kolmogorov-Smirnov Statistic: 0.1.   P-value: 0.9999923931635496.  Cannot reject null hypothesis: The distributions are similar.,0.0, Kolmogorov-Smirnov Statistic: 0.05.   P-value: 0.9999999999999998.  Cannot reject null hypothesis: The distributions are similar.,0.0, Kolmogorov-Smirnov Statistic: 0.05.   P-value: 0.9999999999999998.  Cannot reject null hypothesis: The distributions are similar.,0.0, Kolmogorov-Smirnov Statistic: 0.1.   P-value: 0.9999923931635496.  Cannot reject null hypothesis: The distributions are similar.,0.0, Kolmogorov-Smirnov Statistic: 0.05.   P-value: 0.9999999999999998.  Cannot reject null hypothesis: The distributions are similar.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8(T),0,One Class SVM ML. The new data point is an outlier (anomaly),0.0,One Class SVM ML. The new data point is an outlier (anomaly),0.0,One Class SVM ML. The new data point is an outlier (anomaly),0.0,One Class SVM ML. The new data point is an outlier (anomaly),0.0,One Class SVM ML. The new data point is an outlier (anomaly),0.0,One Class SVM ML. The new data point is an outlier (anomaly),0.0,One Class SVM ML. The new data point is an outlier (anomaly),0.0,One Class SVM ML. The new data point is an outlier (anomaly),0.0,One Class SVM ML. The new data point is an outlier (anomaly),0.0,One Class SVM ML. The new data point is an outlier (anomaly),0.0,One Class SVM ML. The new data point is an outlier (anomaly),0.0,One Class SVM ML. The new data point is an outlier (anomaly),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9(T),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10(T),0.0001861504095,,0.0,,0.000290149427,,0.0,,0.0,,0.0001638806949,,0.0003967466772,,0.0004262574595,,0.0,,0.0006662780045,,0.0002638870563,,0.0001065132875,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11(T),0.007632166791,,0.008518269446,,0.02444508922,,0.001077818495,,0.006056770927,,0.001065224517,,0.03054949415,,0.01626882637,,0.0006809669731,,0.02298659116,,0.005541628183,,0.006177770677,,0.00676132522,0.008187772926,0.0,0.0,0.00108401084,0.002289077829,0.006541291905,0.001531393568,0.0,0.001902949572,0.0006234413965,0.003602882306,0.009397024276,0.001502629602,0.002120890774,0.002638522427
12(T),0.141381236,,0.1410744975,,0.3335993036,,0.0230653158,,0.1185138311,,0.03408718453,,0.08867288236,,0.2370701904,,0.01681988424,,0.294161739,,0.1074020319,,0.09889758747,,0.05747126437,0.1048034934,0.01268498943,0.06835443038,0.01029810298,0.06082406802,0.102207686,0.06278713629,0.02285395764,0.0675547098,0.0180798005,0.07606084868,0.08770555991,0.06010518407,0.08324496288,0.0573878628
13(T),0.7053239017,,0.4113427483,,0.5523719716,,0.1400086225,,0.7453444223,,0.2430350705,,0.4440587185,,0.3142938335,,0.1474974464,,0.4388273507,,0.7618419317,,0.1747883048,,0.4509803922,0.6763100437,0.1196617336,0.4894514768,0.1723577236,0.4453891432,0.7244480785,0.4517611026,0.1560758082,0.4557564225,0.1421446384,0.5232185749,0.4651527016,0.4567993989,0.5837751856,0.419525066
14(T),0.04998138496,,0.3279533737,,0.03053822719,,0.6825824531,,0.04592297957,,0.595050803,,0.313727435,,0.3341148053,,0.6871637726,,0.1656533689,,0.03865945375,,0.5803909038,,0.3407707911,0.1211790393,0.6761099366,0.3021097046,0.6395663957,0.3613472858,0.03924775143,0.3139356815,0.6248606466,0.3263558516,0.6552369077,0.273418735,0.3101018011,0.3313298272,0.2036055143,0.3819261214
15(T),0.001582278481,,0.03444668609,,0.0008704482809,,0.06175899978,,0.001898390888,,0.05178629957,,0.02400317397,,0.02571753339,,0.07034388832,,0.01207628883,,0.001847209394,,0.0486765724,,0.02366463827,0.007641921397,0.05750528541,0.02784810127,0.04444444444,0.02289077829,0.006541291905,0.03522205207,0.06744704571,0.02473834443,0.05579800499,0.01961569255,0.01644479248,0.01953418482,0.01484623542,0.02044854881
16(T),0.0001861504095,,0.00246581484,,0.000290149427,,0.00474240138,,0.0,,0.005162241888,,0.00138861337,,0.002060244388,,0.004426285325,,0.0008328475056,,0.0,,0.002929115407,,0.0,0.0,0.006342494715,0.0,0.00216802168,0.0003270111184,0.0,0.0,0.00613154961,0.002854424358,0.001246882793,0.00320256205,0.004698512138,0.003756574005,0.001060445387,0.001319261214
17(T),0,,0.0002988866472,,0.0,,0.0006466910972,,0.0,,0.0004916420846,,0.0001983733386,,0.0,,0.0002723867892,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001114827202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18(T),0,,0.0001494433236,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19(T),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20(T),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21(T),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22(T),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23(T),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
